Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Core_Communication,Core_Teamwork,Core_ProblemSolving,Core_Adaptability,Core_TimeManagement,Core_Initiative,Core_Accountability,Core_LearningAgility,Dept_Comp1,Dept_Comp2,Dept_Comp3,Role_Comp1,Role_Comp2,PerformanceScore,CORE_COMM_01,CORE_COMM_02,CORE_COMM_03,CORE_COMM_04,CORE_TEAM_01,CORE_TEAM_02,CORE_TEAM_03,CORE_TEAM_04,CORE_PROB_01,CORE_PROB_02,CORE_PROB_03,CORE_PROB_04,CORE_ADAPT_01,CORE_ADAPT_02,CORE_ADAPT_03,CORE_ADAPT_04,CORE_TIME_01,CORE_TIME_02,CORE_TIME_03,CORE_TIME_04,CORE_INIT_01,CORE_INIT_02,CORE_INIT_03,CORE_INIT_04,CORE_ACCT_01,CORE_ACCT_02,CORE_ACCT_03,CORE_ACCT_04,CORE_LEARN_01,CORE_LEARN_02,CORE_LEARN_03,CORE_LEARN_04,DEPT_COMP1_01,DEPT_COMP1_02,DEPT_COMP1_03,DEPT_COMP2_01,DEPT_COMP2_02,DEPT_COMP2_03,DEPT_COMP3_01,DEPT_COMP3_02,DEPT_COMP3_03,ROLE_COMP1_01,ROLE_COMP1_02,ROLE_COMP1_03,ROLE_COMP2_01,ROLE_COMP2_02,ROLE_COMP2_03
18,No,Travel_Rarely,Finance & Accounting,2,Life Sciences,3,Male,Payroll Specialist,3,Single,3,0,0,0,0,2.72,3.43,2.85,4.0,2.45,3.2,3.67,3.88,3.45,4.0,3.04,4.0,2.01,62.36,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
37,No,Travel_Rarely,Finance & Accounting,2,Medical,4,Female,Payroll Specialist,3,Single,3,10,7,5,3,4.0,4.0,3.86,4.0,3.13,2.57,3.95,3.85,3.5,3.09,1.83,2.77,4.0,73.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
44,Yes,No_Travel,Finance & Accounting,2,Marketing,2,Female,Payroll Specialist,4,Single,3,20,16,8,7,4.0,2.4,4.0,4.0,3.59,3.12,2.43,3.2,3.88,2.07,1.86,3.03,1.91,64.82,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
33,No,No_Travel,Finance & Accounting,3,Life Sciences,1,Female,Payroll Specialist,4,Married,3,10,8,5,4,3.44,1.89,3.38,3.02,2.34,1.59,3.91,3.18,3.13,3.47,2.73,2.24,3.27,54.15,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
33,No,No_Travel,Finance & Accounting,3,Information Systems,4,Male,Payroll Specialist,2,Single,4,7,3,1,0,2.79,2.97,3.66,3.18,2.68,3.24,2.63,4.0,3.25,2.69,1.69,4.0,3.31,60.26,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
38,No,Travel_Rarely,Finance & Accounting,3,Marketing,3,Female,Payroll Specialist,1,Married,2,15,7,5,3,4.0,3.62,2.88,3.97,2.22,2.28,3.12,2.72,3.05,4.0,2.61,3.16,4.0,56.99,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
27,No,Travel_Frequently,Finance & Accounting,4,Computer Science,2,Male,Payroll Specialist,1,Married,2,10,7,7,4,2.21,2.64,1.69,2.37,2.58,2.17,2.06,2.98,2.33,2.28,2.94,2.65,2.4,36.19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
33,Yes,Travel_Frequently,Finance & Accounting,4,Information Systems,4,Female,Payroll Specialist,1,Divorced,1,8,5,3,2,2.2,3.27,2.39,3.4,2.56,3.47,4.0,2.75,4.0,3.79,2.56,2.09,3.46,56.64,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
29,No,Travel_Frequently,Finance & Accounting,4,Life Sciences,3,Male,Payroll Specialist,2,Married,3,5,2,1,0,1.59,2.65,2.75,2.8,2.6,3.58,2.8,1.86,3.8,3.03,2.08,4.0,4.0,51.63,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
35,No,Travel_Rarely,Finance & Accounting,4,Life Sciences,4,Female,Payroll Specialist,3,Single,3,9,5,3,2,2.78,3.46,4.0,1.07,2.85,1.92,3.62,3.37,2.89,3.58,3.36,2.88,2.86,63.17,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
27,No,Travel_Frequently,Finance & Accounting,4,Life Sciences,2,Male,Payroll Specialist,2,Divorced,2,3,1,0,0,2.58,2.4,3.99,2.23,2.2,3.23,3.04,2.2,3.91,4.0,3.42,2.4,3.09,48.59,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
37,No,Travel_Rarely,Finance & Accounting,4,Marketing,2,Male,Payroll Specialist,3,Divorced,3,14,11,7,6,1.46,1.77,2.91,2.84,2.8,3.02,2.38,3.12,3.46,3.11,3.11,4.0,2.41,53.83,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
31,Yes,Travel_Rarely,Finance & Accounting,3,Information Systems,2,Male,Payroll Specialist,2,Married,4,5,1,0,1,1.79,1.64,3.72,2.15,2.58,2.16,2.86,3.14,3.48,3.09,2.51,2.58,3.32,43.39,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
40,Yes,Travel_Rarely,Finance & Accounting,3,Other,1,Male,Payroll Specialist,4,Single,3,15,12,5,4,3.29,3.53,2.57,3.79,2.89,3.15,3.05,2.52,3.29,3.18,2.94,3.08,4.0,61.4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
23,No,Travel_Rarely,Finance & Accounting,4,Information Systems,4,Male,Payroll Specialist,1,Divorced,3,8,3,2,1,2.07,3.84,3.41,3.84,2.64,3.01,3.8,2.14,3.8,2.62,4.0,3.96,4.0,61.11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
26,Yes,Travel_Rarely,Finance & Accounting,3,Medical,4,Male,Payroll Specialist,2,Single,4,3,2,1,0,3.83,3.23,4.0,1.75,3.34,2.11,3.13,2.77,3.34,2.73,3.36,3.43,2.72,58.79,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
32,No,Travel_Frequently,Finance & Accounting,4,Other,3,Female,Payroll Specialist,1,Single,2,9,6,2,1,2.62,1.5,1.13,3.16,1.62,3.27,1.99,3.5,3.33,3.52,1.88,2.22,3.01,41.61,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
27,No,Travel_Rarely,Finance & Accounting,4,Life Sciences,1,Female,Payroll Specialist,4,Married,3,4,3,2,2,1.77,3.76,2.32,3.9,3.99,2.52,3.0,3.35,2.94,4.0,3.17,3.7,3.45,58.43,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
30,No,No_Travel,Finance & Accounting,3,Life Sciences,4,Male,Payroll Specialist,1,Married,3,5,3,1,0,2.11,1.83,3.28,2.48,2.65,3.4,3.5,3.3,4.0,2.94,1.0,1.93,3.78,49.71,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
30,No,Travel_Frequently,Finance & Accounting,2,Medical,3,Female,Payroll Specialist,3,Married,2,7,6,4,3,2.73,4.0,3.93,3.41,3.0,2.92,2.22,3.09,3.53,3.83,4.0,3.38,4.0,67.21,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
56,Yes,Travel_Rarely,Finance & Accounting,2,Technical Degree,4,Male,Payroll Specialist,3,Married,1,14,10,9,8,2.83,2.99,3.06,2.5,3.42,2.53,3.07,3.39,4.0,3.51,2.0,2.89,3.04,66.68,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
24,No,Travel_Rarely,Finance & Accounting,4,Computer Science,4,Male,Payroll Specialist,4,Married,2,3,3,2,3,3.07,4.0,3.9,3.44,1.96,2.67,3.96,3.8,3.89,4.0,2.99,3.14,3.15,74.02,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
24,Yes,Travel_Frequently,Finance & Accounting,2,Life Sciences,3,Female,Payroll Specialist,2,Divorced,4,1,0,0,0,3.18,3.03,3.32,2.33,3.08,3.02,2.75,2.33,2.71,3.3,2.84,2.82,3.09,50.85,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
18,No,Travel_Rarely,Finance & Accounting,4,Information Systems,3,Female,Payroll Specialist,3,Single,4,0,0,0,0,3.42,3.94,3.47,2.7,3.93,2.16,3.28,1.98,2.92,3.72,3.74,1.93,3.29,58.94,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
26,No,No_Travel,Finance & Accounting,3,Information Systems,1,Female,Payroll Specialist,4,Married,2,3,2,1,0,2.75,2.98,2.77,2.91,2.3,2.78,2.69,3.26,3.14,3.68,3.48,3.22,2.58,52.77,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
28,No,Travel_Rarely,Finance & Accounting,2,Life Sciences,4,Female,Payroll Specialist,4,Single,3,5,5,3,2,3.92,2.39,2.8,3.06,3.31,1.74,2.26,3.05,4.0,4.0,4.0,4.0,3.32,71.49,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
21,Yes,Travel_Rarely,Finance & Accounting,4,Life Sciences,4,Male,Payroll Specialist,3,Married,2,0,0,0,0,1.97,2.75,3.79,3.53,2.7,3.27,3.3,3.42,3.95,3.25,2.37,3.45,4.0,65.06,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
37,No,No_Travel,Finance & Accounting,1,Technical Degree,4,Male,Payroll Specialist,4,Single,4,11,6,4,3,4.0,3.45,3.54,1.78,2.53,3.28,3.13,2.33,3.12,3.37,3.9,2.68,4.0,71.82,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
37,Yes,Travel_Frequently,Finance & Accounting,4,Life Sciences,3,Female,Payroll Specialist,4,Single,3,10,5,2,1,2.8,2.18,2.3,3.72,2.02,1.58,4.0,4.0,2.16,3.47,2.84,3.43,3.85,62.77,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
42,No,No_Travel,Finance & Accounting,3,Information Systems,1,Female,Payroll Specialist,4,Married,3,15,10,2,6,3.22,3.18,3.18,2.69,2.95,2.14,1.78,3.94,1.88,3.22,3.12,3.51,2.3,54.49,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
38,Yes,Travel_Frequently,Finance & Accounting,2,Computer Science,3,Male,Payroll Specialist,4,Single,4,14,11,7,5,1.7,1.75,3.52,2.95,3.04,3.19,3.29,4.0,2.24,2.01,2.78,2.63,3.47,62.39,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
27,No,Travel_Rarely,Finance & Accounting,2,Other,2,Male,Payroll Specialist,4,Single,3,4,2,1,0,2.92,3.31,3.4,3.18,3.22,2.18,3.85,2.76,3.25,2.39,3.99,3.36,2.11,59.26,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
18,No,No_Travel,Finance & Accounting,2,Other,2,Female,Payroll Specialist,4,Single,1,0,0,0,0,2.1,3.27,3.15,3.19,2.58,2.35,2.65,3.93,4.0,2.77,2.33,3.08,3.55,56.59,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
39,No,Travel_Rarely,Finance & Accounting,3,Medical,4,Male,Payroll Specialist,1,Single,3,10,6,4,2,3.36,2.44,3.22,3.59,2.78,2.41,3.46,1.73,2.63,2.91,3.25,3.27,3.14,54.59,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
39,No,Travel_Rarely,Finance & Accounting,2,Life Sciences,1,Male,Payroll Specialist,3,Single,3,9,8,7,7,2.98,2.56,2.27,3.02,1.5,3.01,2.85,2.82,2.55,2.6,2.33,2.4,2.02,42.93,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
22,No,Travel_Rarely,Finance & Accounting,4,Computer Science,4,Female,Payroll Specialist,2,Single,4,5,2,2,1,3.14,2.02,3.43,3.12,1.34,3.03,3.98,3.5,2.69,1.85,3.28,3.47,3.64,57.4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
41,No,Travel_Frequently,Finance & Accounting,1,Human Resources,4,Male,Payroll Specialist,4,Single,4,8,8,5,8,2.75,4.0,3.63,2.88,2.75,2.08,3.29,4.0,2.57,4.0,3.39,3.28,3.7,73.74,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
56,No,Travel_Rarely,Finance & Accounting,4,Technical Degree,4,Female,Payroll Specialist,1,Divorced,3,28,5,2,2,2.71,3.39,2.94,3.22,3.2,2.58,4.0,4.0,2.28,1.61,4.0,4.0,3.58,62.88,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
18,No,Travel_Frequently,Finance & Accounting,2,Medical,2,Female,Payroll Specialist,4,Single,4,0,0,0,0,3.03,4.0,2.77,2.26,3.11,3.28,2.06,3.31,3.81,3.7,2.94,2.74,2.36,57.24,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
25,No,Travel_Rarely,Finance & Accounting,2,Other,3,Male,Payroll Specialist,1,Married,3,2,1,0,0,2.73,3.1,2.3,2.4,3.31,3.15,2.17,3.09,2.58,2.91,2.42,2.97,2.42,43.56,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
32,No,Travel_Rarely,Finance & Accounting,3,Other,3,Male,Payroll Specialist,4,Single,3,7,6,3,2,4.0,2.54,3.59,2.91,2.79,2.51,3.5,2.9,3.17,3.27,3.25,2.78,2.8,65.03,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
38,Yes,Travel_Rarely,Finance & Accounting,2,Life Sciences,2,Male,Payroll Specialist,4,Divorced,4,10,5,2,3,2.2,2.17,3.98,3.01,3.36,2.0,4.0,3.64,3.18,3.7,1.72,4.0,3.8,62.41,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
33,No,Travel_Frequently,Finance & Accounting,3,Life Sciences,3,Male,Payroll Specialist,4,Divorced,1,15,13,11,7,3.17,2.94,3.01,3.39,3.43,2.27,4.0,2.68,2.51,2.15,1.51,2.78,3.84,65.08,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
52,No,Travel_Rarely,Finance & Accounting,4,Life Sciences,2,Male,Payroll Specialist,2,Single,3,18,8,6,0,3.94,3.94,3.26,3.19,1.81,3.05,3.4,2.23,2.21,2.39,2.61,3.0,2.98,52.1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
29,No,Travel_Rarely,Finance & Accounting,3,Life Sciences,3,Male,Payroll Specialist,3,Married,2,6,3,1,0,3.53,3.1,3.14,3.83,3.47,2.44,1.5,2.94,3.16,3.07,2.5,3.28,2.98,58.29,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
40,Yes,Travel_Frequently,Finance & Accounting,3,Technical Degree,4,Female,Payroll Specialist,3,Married,4,10,10,9,4,2.74,2.48,3.22,2.02,2.07,2.17,2.52,4.0,3.37,4.0,3.4,3.52,3.2,64.9,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18,No,No_Travel,Finance & Accounting,4,Life Sciences,2,Male,Payroll Specialist,4,Single,3,0,0,0,0,4.0,2.25,2.37,2.79,2.3,3.5,3.58,4.0,2.03,4.0,2.98,4.0,2.11,58.07,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
34,No,Travel_Rarely,Finance & Accounting,4,Computer Science,2,Male,Payroll Specialist,1,Divorced,2,9,7,3,2,2.32,3.13,2.31,2.25,4.0,2.04,1.8,2.33,2.01,2.37,1.0,1.57,3.47,34.43,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
20,No,Travel_Frequently,Finance & Accounting,4,Life Sciences,4,Non-Binary,Payroll Specialist,1,Divorced,2,0,0,0,0,3.06,3.74,3.63,3.7,3.58,1.52,3.19,4.0,2.24,3.23,3.69,3.33,2.75,56.59,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
38,No,Travel_Frequently,Finance & Accounting,4,Life Sciences,2,Male,Payroll Specialist,1,Single,3,13,8,4,3,4.0,2.61,1.98,3.37,1.85,2.07,1.76,2.87,1.68,3.38,2.7,2.41,2.43,39.37,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
29,No,Travel_Rarely,Finance & Accounting,4,Medical,2,Male,Payroll Specialist,3,Married,3,10,10,2,7,3.83,2.38,3.12,2.42,2.57,1.76,3.43,3.05,3.56,2.2,3.5,3.35,2.95,55.12,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
39,Yes,Travel_Rarely,Finance & Accounting,4,Other,4,Male,Payroll Specialist,3,Single,3,11,8,5,4,3.42,3.65,3.08,2.53,1.62,1.81,1.94,3.63,3.39,3.36,1.35,3.65,3.38,61.48,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
21,Yes,Travel_Frequently,Finance & Accounting,4,Information Systems,4,Non-Binary,Payroll Specialist,2,Single,4,1,1,0,0,3.73,4.0,3.0,3.24,2.9,3.09,3.6,4.0,2.26,4.0,2.69,3.94,4.0,65.39,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
49,No,Travel_Rarely,Finance & Accounting,4,Other,1,Female,Payroll Specialist,2,Married,3,27,4,2,2,2.71,1.36,2.99,1.27,2.14,1.0,3.26,2.37,3.34,4.0,2.73,2.72,2.95,40.87,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
25,Yes,No_Travel,Finance & Accounting,2,Marketing,4,Male,Payroll Specialist,2,Single,2,1,0,0,0,3.37,3.27,4.0,3.2,1.64,2.82,3.83,2.06,3.23,3.91,3.89,1.81,3.42,59.09,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
18,No,Travel_Rarely,Finance & Accounting,3,Other,1,Male,Payroll Specialist,2,Single,3,0,0,0,0,2.7,3.34,2.99,2.96,2.41,1.98,2.34,2.52,2.1,2.39,2.16,3.58,3.52,38.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
23,No,Travel_Rarely,Finance & Accounting,3,Medical,2,Male,Payroll Specialist,2,Single,2,0,0,0,0,2.84,3.01,3.06,3.51,3.11,3.48,1.81,2.75,1.95,2.74,1.93,2.66,2.94,43.39,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
18,No,No_Travel,Finance & Accounting,2,Information Systems,1,Male,Payroll Specialist,4,Divorced,3,0,0,0,0,3.51,2.85,3.54,3.35,2.42,3.01,3.19,3.74,3.69,2.25,3.11,3.43,1.0,52.64,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
46,No,Travel_Rarely,Finance & Accounting,1,Information Systems,4,Male,Payroll Specialist,3,Single,2,17,12,8,7,2.51,3.61,3.14,3.37,3.7,3.67,4.0,3.66,2.83,3.51,4.0,3.7,3.78,77.03,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
54,No,Travel_Frequently,Finance & Accounting,3,Medical,2,Male,Payroll Specialist,4,Single,2,20,15,10,7,2.85,3.81,3.86,3.61,3.11,3.72,2.76,4.0,3.38,3.66,2.36,2.39,3.12,69.7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
40,No,Travel_Frequently,Finance & Accounting,2,Computer Science,4,Female,Payroll Specialist,4,Single,3,11,9,5,3,3.96,3.02,2.92,3.11,3.69,3.24,3.38,3.47,3.64,4.0,3.9,2.93,3.5,77.98,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
18,Yes,Travel_Frequently,Finance & Accounting,1,Technical Degree,4,Male,Payroll Specialist,1,Married,2,0,0,0,0,2.58,3.14,2.41,1.99,2.24,2.85,3.64,3.33,3.44,4.0,3.43,2.25,3.04,51.48,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
23,No,No_Travel,Finance & Accounting,3,Technical Degree,3,Non-Binary,Payroll Specialist,3,Married,3,0,0,0,0,3.15,3.34,2.34,1.99,2.53,1.8,2.29,4.0,3.45,4.0,2.05,2.76,3.76,54.3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
